变量名,huodongID,day,name,question,answer1,answer2,answer3,rightAnswer,award,spine1,spine2,timeData,actionPos,actionAnima,scaleTab,zOrder,particleData
默认值,0,0,,,,,,0,{},,,0,0,,,0,{}
ID,活动ID,天,灯笼名,题目,答案A,答案B,答案C,正确答案,奖励,动画1,动画2,时间数据,移动距离,动作动画,缩放值,层级,粒子数据
,点亮新年 - type=72 lightingNewYear（huodongID=25101）,,,,,,,,,,,,,,,,,
1,25101,1,元宵灯,元宵节又称什么节,A.上元节,B.中秋节,C.重阳节,1,{gold=50000;rmb=50},dl01_dark_loop,dl01_light_loop,2,600,hhb_diandeng,-1,10,{scaleX=1;scaleY=1}
2,25101,1,元宵灯,元宵节吃什么,A.月饼,B.汤圆,C.粽子,2,{gold=50000;rmb=50},dl01_dark_loop,dl01_light_loop,2,600,hhb_diandeng,-1,10,{scaleX=1;scaleY=1}
3,25101,2,花灯,以下哪个是灯谜,A.射虎,B.射龙,C.射凤,1,{gold=50000;rmb=50},dl02_dark_loop,dl02_light_loop,2,600,hhb_diandeng,-1,11,{scaleX=1;scaleY=1}
4,25101,2,花灯,灯谜起源于哪个朝代,A.宋朝,B.唐朝,C.明朝,1,{gold=50000;rmb=50},dl02_dark_loop,dl02_light_loop,2,600,hhb_diandeng,-1,11,{scaleX=1;scaleY=1}
5,25101,3,宫灯,以下哪个不是花灯种类,A.走马灯,B.纱灯,C.吊灯,3,{gold=50000;rmb=50},dl03_dark_loop,dl03_light_loop,2,600,hhb_diandeng,-1,12,{scaleX=1;scaleY=1}
6,25101,3,宫灯,猜灯谜的传统始于,A.春秋时期,B.宋代,C.南北朝,2,{gold=50000;rmb=50},dl03_dark_loop,dl03_light_loop,2,600,hhb_diandeng,-1,12,{scaleX=1;scaleY=1}
7,25101,4,莲花灯,以下属于元宵节活动的是,A.赛龙舟,B.猜灯谜,C.登高,2,{gold=50000;rmb=50},dl04_dark_loop,dl04_light_loop,2,600,hhb_diandeng,-1,13,{scaleX=1;scaleY=1}
8,25101,4,莲花灯,汤圆最早叫什么,A.浮圆子,B.圆宵,C.元宝,1,{gold=50000;rmb=50},dl04_dark_loop,dl04_light_loop,2,600,hhb_diandeng,-1,13,{scaleX=1;scaleY=1}
9,25101,5,八角灯,正月十五的月亮是,A.新月,B.满月,C.半月,2,{gold=50000;rmb=50},dl05_dark_loop,dl05_light_loop,2,600,hhb_diandeng,1,14,{scaleX=1;scaleY=1}
10,25101,5,八角灯,以下哪位诗人写过元宵词,A.辛弃疾,B.李白,C.杜甫,1,{gold=50000;rmb=50},dl05_dark_loop,dl05_light_loop,2,600,hhb_diandeng,1,14,{scaleX=1;scaleY=1}
