变量名,text,gem,__version
默认值,“”,<>,
ID,text,gem,__version
101,强力输出令人胆寒,<{suitID=1;suitNo=<1;5;6>};{suitID=2;num=3};{suitID=3;suitNo=<2;3;6>}>,
102,秒回血，超强补给,<{suitID=4;suitNo=<3;4;6>};{suitID=5;num=6}>,
103,多回合多出手,<{suitID=7;suitNo=<3;4;6>};{suitID=8;suitNo=<2;3;5>};{suitID=9;suitNo=<1;2;3>}>,
104,防御加码，密不透风,<{suitID=6;num=6};{suitID=5;num=3}>,
1001,钢龙，凉音自用,<{suitID=2;num=3};{suitID=3;num=3};{suitID=8;num=3}>,
1002,钢龙，凉音自用，换成强击也可以,<{suitID=2;num=3};{suitID=1;num=3};{suitID=8;num=3}>,
1003,水龙,<{suitID=1;num=3};{suitID=2;num=3};{suitID=3;num=3}>,
1004,水龙,<{suitID=2;num=6};{suitID=3;num=3}>,
1005,水龙,<{suitID=1;num=6};{suitID=2;num=3}>,
1006,洛奇亚,<{suitID=4;num=6};{suitID=5;num=3}>,
1007,洛奇亚,<{suitID=4;num=6};{suitID=6;num=3}>,
1008,洛奇亚,<{suitID=4;num=3};{suitID=5;num=3};{suitID=6;num=3}>,
1009,谢米，主要是走的防御向,<{suitID=6;num=6};{suitID=5;num=3}>,
1010,谢米，治疗不够，可以带个庇护,<{suitID=6;num=6};{suitID=8;num=3}>,
1011,谢米,<{suitID=7;num=3};{suitID=6;num=3};{suitID=5;num=3}>,
1012,鬼龙,<{suitID=6;num=6};{suitID=5;num=3}>,
1013,超梦,<{suitID=3;num=6};{suitID=2;num=3}>,
1014,超梦,<{suitID=2;num=6};{suitID=3;num=3}>,
1015,公主,<{suitID=6;num=6};{suitID=7;num=3}>,
1016,公主,<{suitID=5;num=6};{suitID=7;num=3}>,
1017,大鱼,<{suitID=6;num=6};{suitID=5;num=3}>,
1018,大鱼,<{suitID=4;num=6};{suitID=5;num=3}>,
1019,大鱼,<{suitID=4;num=3};{suitID=5;num=3};{suitID=6;num=3}>,
1020,裂空,<{suitID=1;num=6};{suitID=2;num=3}>,
1021,马桶王，防御型的,<{suitID=6;num=6};{suitID=5;num=3}>,
1022,马桶王，攻击型的,<{suitID=3;num=3};{suitID=5;num=3};{suitID=2;num=3}>,
1023,固拉多，纯防的效果，越打越强,<{suitID=6;num=6};{suitID=4;num=3}>,
1024,固拉多，输出型，爆发不高,<{suitID=1;num=3};{suitID=2;num=3};{suitID=3;num=3}>,
1025,洛奇亚，凤王，帝牙卢卡，雷吉奇卡斯，骑拉帝纳，哲尔尼亚斯，蒂安希，酋雷姆,<{suitID=7;num=6};{suitID=5;suitNo=<2;3;6>}>,
1026,盖欧卡，基拉祈,<{suitID=7;num=3};{suitID=5;num=6}>,
1027,玛纳霏,<{suitID=6;num=3};{suitID=7;num=3};{suitID=5;num=3}>,
1028,达克莱伊，6好战+3强击,<{suitID=3;num=6};{suitID=1;num=3}>,
1029,比克提尼，莱希拉姆，3强击+3金刚+3盾甲,<{suitID=1;num=3};{suitID=6;num=3};{suitID=5;num=3}>,
1030,捷克罗姆，3强击+3好战+3致命,<{suitID=1;num=3};{suitID=3;num=3};{suitID=4;num=3}>,
1031,美洛耶塔，6守御+3金刚,<{suitID=2;num=6};{suitID=6;num=3}>,
1032,基格尔德，3好战+3金刚+3盾甲,<{suitID=3;num=3};{suitID=6;num=3};{suitID=7;num=3}>,
1033,伊裴尔塔尔，6好战+3强击,<{suitID=3;num=6};{suitID=4;num=3}>,
1034,焰白酋雷姆，6好战+3强击,<{suitID=3;num=6};{suitID=4;num=3}>,
1035,暗黑酋雷姆，3强击+3致命+3好战,<{suitID=4;num=3};{suitID=5;num=3};{suitID=3;num=3}>,
1036,时拉比，3盾甲+6金刚,<{suitID=5;num=3};{suitID=6;num=6}>,
1037,盖诺赛克特，6好战+3强击,<{suitID=3;num=6};{suitID=1;num=3}>,
1038,惩成胡帕，3好战+3金刚+3盾甲,<{suitID=3;num=3};{suitID=6;num=3};{suitID=5;num=3}>,
1039,波尔凯尼恩，3强击+3致命+3好战,<{suitID=1;num=3};{suitID=2;num=3};{suitID=3;num=3}>,
1040,索尔迦雷欧，3盾甲＋3金刚＋3强击,<{suitID=4;num=3};{suitID=6;num=3};{suitID=1;num=3}>,
1041,索尔迦雷欧，6好战＋3强击,<{suitID=3;num=6};{suitID=1;num=3}>,
1042,露奈雅拉，3盾甲+3金刚＋3好战,<{suitID=5;num=3};{suitID=6;num=3};{suitID=3;num=3}>,
1043,奈克洛效玛，6好战+3强击,<{suitID=3;num=6};{suitID=1;num=3}>,
1044,玛机雅娜，3盾甲+6金刚,<{suitID=5;num=3};{suitID=6;num=6}>,
1045,玛夏多，3好战+3强击+3闪耀,<{suitID=3;num=3};{suitID=6;num=3};{suitID=8;num=3}>,
1046,捷拉奥拉，3好战+3强击+3闪耀,<{suitID=3;num=3};{suitID=6;num=3};{suitID=8;num=3}>,
1047,美录梅塔，3盾甲+6守御,<{suitID=3;num=3};{suitID=4;num=6}>,
1048,苍响，6好战+3强击,<{suitID=6;num=6};{suitID=3;num=3}>,
1049,藏玛然特，6守御3盾甲,<{suitID=4;num=6};{suitID=3;num=3}>,
1050,无极汰那，3好战+3金刚+3盾甲,<{suitID=3;num=3};{suitID=1;num=3};{suitID=4;num=3}>,
1051,萨路徳，3守御+3金刚+3盾甲,<{suitID=3;num=3};{suitID=4;num=3};{suitID=1;num=3}>,
1052,白马蕾冠王，3反制+6盾甲,<{suitID=5;num=3};{suitID=4;num=6}>,
1053,黑马蕾冠王，6强击+3好战,<{suitID=6;num=6};{suitID=3;num=3}>,
1054,故勒顿，3守御+3金刚+3盾甲,<{suitID=3;num=3};{suitID=4;num=3};{suitID=1;num=3}>,
1055,密勒顿，3好战+3金刚+3盾甲,<{suitID=3;num=3};{suitID=1;num=3};{suitID=4;num=3}>,
1056,小智版甲贺忍蛙，6好战+3强击,<{suitID=6;num=6};{suitID=3;num=3}>,
1057,闪光超级耿鬼，6好战+3强击,<{suitID=6;num=6};{suitID=3;num=3}>,
1058,闪光超级沙奈朵，6金刚+3盾甲,<{suitID=4;num=6};{suitID=3;num=3}>,
1059,闪光超级艾路雷朵，3盾甲+3金刚+3守御,<{suitID=3;num=3};{suitID=4;num=3};{suitID=5;num=3}>,
1060,凯路迪欧，觉悟，6好战+3强击,<{suitID=6;num=6};{suitID=3;num=3}>,
1061,大吾超级巨金怪，3盾甲+6金刚,<{suitID=4;num=6};{suitID=3;num=3}>,
1062,竹兰超级烈咬陆鲨，6好战+3强击,<{suitID=6;num=6};{suitID=3;num=3}>,
1063,艾岚超级喷火龙，3盾甲+3金刚+3强击,<{suitID=3;num=3};{suitID=4;num=3};{suitID=6;num=3}>,
1064,闪光超级路卡利欧，6好战+3强击,<{suitID=6;num=6};{suitID=3;num=3}>,
1065,假面超级火焰鸡，6好战+3强击,<{suitID=6;num=6};{suitID=3;num=3}>,
1066,闪光超级暴雪王，3好战+3强击+3庇护,<{suitID=3;num=3};{suitID=6;num=3};{suitID=7;num=3}>,
1067,闪光超级蜥蜴王，3强击+3致命+3好战,<{suitID=6;num=3};{suitID=8;num=3};{suitID=3;num=3}>,
1068,闪光超级蜥蜴王，3致命+3好战+3庇护,<{suitID=8;num=3};{suitID=3;num=3};{suitID=7;num=3}>,
1069,闪光超级妙蛙花，6金刚+3盾甲,<{suitID=4;num=6};{suitID=3;num=3}>,
1070,皮卡丘，6金刚+3盾甲,<{suitID=4;num=6};{suitID=3;num=3}>,
1071,大钢蛇，6金刚+3盾甲,<{suitID=4;num=6};{suitID=3;num=3}>,
1072,暴飞龙，6好战+3强击,<{suitID=6;num=6};{suitID=3;num=3}>,
1073,通用输出，6好战+3强击,<{suitID=6;num=6};{suitID=3;num=3}>,
1074,通用防御，3守御+3金刚+3盾甲,<{suitID=3;num=3};{suitID=4;num=3};{suitID=1;num=3}>,
2001,"强力输出,极致伤害",<{suitID=3;num=6};{suitID=1;num=3}>,
2002,"减免伤害,反弹伤害",<{suitID=6;num=6};{suitID=9;num=3}>,
2003,"强力输出,增加暴击",<{suitID=3;num=6};{suitID=2;num=3}>,
2004,"坦克肉装,抵御伤害",<{suitID=6;num=6};{suitID=4;num=3}>,
2005,"坦克肉装,抵御伤害",<{suitID=6;num=6};{suitID=4;num=3}>,
2006,"坦克肉装,血量提高",<{suitID=6;num=6};{suitID=5;num=3}>,
2007,"强力输出,吸血续航",<{suitID=3;num=6};{suitID=8;num=3}>,
2008,"强力输出,增加暴击",<{suitID=3;num=6};{suitID=2;num=3}>,
2009,"攻防一体,能扛能打",<{suitID=6;num=6};{suitID=1;num=3}>,
