变量名,teamNumber,supplyReviveWeight,supplyHpWeight,supplyHp,style,middleWeight,floor,buffsWeight,monsterWeight,boxWeight,supplyWeight,buffsExtra1,buffsExtra2,cards,cardsExtraWeight,teamSituation,teamExtraWeight,__version,eventWeight
默认值,4,-100,-100,0.4,1,0,0,{11=200},<50;100;300;600>,<>,{12=10},{1001=10;1002=20},{101=30;111=30;121=30;131=30;141=30;151=30;161=30},<1127;1229>,{2=-20;3=-40;4=-100},<6;4;0.5>,{2=-20;3=-40;4=-100},,
ID,teamNumber,supplyReviveWeight,supplyHpWeight,supplyHp,style,middleWeight,floor,buffsWeight,monsterWeight,boxWeight,supplyWeight,buffsExtra1,buffsExtra2,cards,cardsExtraWeight,teamSituation,teamExtraWeight,__version,eventWeight
1001,,,,,,20,1,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1002,,,,,,20,2,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1003,,,,,,20,3,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1004,,,,,,20,4,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1005,,,,,,20,5,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1006,,,,,,20,6,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1007,,,,,,20,7,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1008,,,,,,20,8,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1009,,,,,,20,9,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1010,,,,,,20,10,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1011,,,,,,20,11,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1012,,,,,,20,12,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1013,,,,,,20,13,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1014,,,,,,20,14,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1015,,,,,,20,15,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1016,,,,,,20,16,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1017,,,,,,20,17,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1018,,,,,,20,18,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1019,,,,,,20,19,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1020,,,,,,20,20,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1021,,,,,,20,21,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1022,,,,,,20,22,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1023,,,,,,20,23,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1024,,,,,,20,24,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1025,,,,,,20,25,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1026,,,,,,20,26,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1027,,,,,,20,27,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1028,,,,,,20,28,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1029,,,,,,20,29,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
1030,,,,,,20,30,{11=60},<10;10;0;0>,<10;10>,{12=0},{1001=10;1002=30},{101=10;111=10;121=10;131=10;141=10;151=10;161=10},,,,,,20
