变量名,effectRes6,effectRes1,effectRes5,effectRes4,effectRes3,effectRes2,effectArgs1,effectArgs2,effectArgs3,effectArgs4,effectArgs5,effectArgs6
默认值,"""""","""""","""""","""""","""""","""""",{},{},{},{},{},{}
ID,effectRes6,effectRes1,effectRes5,effectRes4,effectRes3,effectRes2,effectArgs1,effectArgs2,effectArgs3,effectArgs4,effectArgs5,effectArgs6
3973,,koudai_shinygengguimega/hero_shinygengguimega.skel,,,,,{addTolayer=1;aniLoop=FALSE;aniName=skill2_2;lastTime=19867;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=99999},,,,,
12613,,koudai_beijing/shuizhu.skel,koudai_beijing/tiankong.skel,koudai_beijing/hailang.skel,koudai_beijing/haidi.skel,koudai_beijing/hailang.skel,{addTolayer=1;aniLoop=FALSE;aniName=luoqiya_skill2;lastTime=11187;offsetX=0;offsetY=-200;scale=0.7;screenPos=0;zorder=6},{addTolayer=-1;aniLoop=FALSE;aniName=luoqiya_skill2;lastTime=11187;offsetX=0;offsetY=-200;scale=0.7;screenPos=0;zorder=5},{addTolayer=-1;aniLoop=FALSE;aniName=luoqiya_skill2;lastTime=11187;offsetX=0;offsetY=-20;scale=0.65;screenPos=0;zorder=4},{addTolayer=-1;aniLoop=FALSE;aniName=luoqiya_skill2;lastTime=11187;offsetX=0;offsetY=-200;scale=0.7;screenPos=0;zorder=3},{addTolayer=-1;aniLoop=FALSE;aniName=luoqiya_skill2;lastTime=11187;offsetX=0;offsetY=-200;scale=0.7;screenPos=0;zorder=2},
12713,,koudai_beijing/shandi.skel,,,,koudai_beijing/tiankong.skel,{addTolayer=-1;aniLoop=FALSE;aniName=fengwang_skill2;lastTime=12333.33;offsetX=0;offsetY=-200;scale=0.75;screenPos=0;zorder=-1000},{addTolayer=-1;aniLoop=FALSE;aniName=fengwang_skill2;lastTime=9433.33;offsetX=0;offsetY=-100;scale=0.77;screenPos=0;zorder=-1500},,,,
12813,,koudai_beijing/shuijing.skel,,koudai_beijing/tiankong_x.skel,koudai_beijing/shuimian.skel,koudai_beijing/shuijing.skel,{addTolayer=1;aniLoop=FALSE;aniName=shilabi_skill2_qian;lastTime=18180;offsetX=0;offsetY=0;scale=0.75;screenPos=0;zorder=50000},{addTolayer=1;aniLoop=FALSE;aniName=shilabi_skill2_hou;lastTime=18180;offsetX=0;offsetY=0;scale=0.75;screenPos=0;zorder=40000},{addTolayer=-1;aniLoop=FALSE;aniName=shilabi_skill2;lastTime=18180;offsetX=0;offsetY=0;scale=0.75;screenPos=0;zorder=-1},{addTolayer=-1;aniLoop=FALSE;aniName=shilabi_skill2;lastTime=18180;offsetX=0;offsetY=0;scale=0.75;screenPos=0;zorder=-10},,
19613,,koudai_beijing/shuizhu.skel,koudai_beijing/tiankong.skel,koudai_beijing/hailang.skel,koudai_beijing/tiankong.skel,koudai_beijing/hailang.skel,{addTolayer=1;aniLoop=FALSE;aniName=gaiouka_skill2;lastTime=13500;offsetX=-185;offsetY=-120;scale=0.71;screenPos=0;zorder=6},{addTolayer=1;aniLoop=FALSE;aniName=gaiouka_skill2_qian;lastTime=13500;offsetX=-160;offsetY=-110;scale=0.67;screenPos=0;zorder=5},{addTolayer=-1;aniLoop=FALSE;aniName=gaiouka_skill2_qian;lastTime=13500;offsetX=-130;offsetY=-130;scale=0.68;screenPos=0;zorder=3},{addTolayer=-1;aniLoop=FALSE;aniName=gaiouka_skill2;lastTime=13500;offsetX=-170;offsetY=-120;scale=0.69;screenPos=0;zorder=2},{addTolayer=-1;aniLoop=FALSE;aniName=gaiouka_skill2;lastTime=13500;offsetX=-130;offsetY=-150;scale=0.7;screenPos=0;zorder=1},
19713,,koudai_beijing/dizhen.skel,,,,koudai_beijing/tiankong.skel,{addTolayer=-1;aniLoop=FALSE;aniName=guladuo_skill2;lastTime=12000;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=20},{addTolayer=-1;aniLoop=FALSE;aniName=guladuo_skill2;lastTime=12000;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=1},,,,
19813,,koudai_beijing/tiankong.skel,,,koudai_beijing/tiankong.skel,koudai_beijing/huangtu.skel,{addTolayer=1;aniLoop=FALSE;aniName=liekongzuo_skill2_qian;lastTime=11600;offsetX=-185;offsetY=0;scale=0.71;screenPos=0;zorder=6},{addTolayer=-1;aniLoop=FALSE;aniName=liekongzuo_skill2;lastTime=11600;offsetX=-130;offsetY=0;scale=0.68;screenPos=0;zorder=3},{addTolayer=-1;aniLoop=FALSE;aniName=liekongzuo_skill2;lastTime=13300;offsetX=-130;offsetY=0;scale=0.65;screenPos=0;zorder=1},,,
19913,,koudai_beijing/senlin2.skel,,,,,{addTolayer=-1;aniLoop=FALSE;aniName=jilaqi_skill2;lastTime=14100;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=5},,,,,
23513,,koudai_beijing/yuzhou2.skel,,,,koudai_beijing/yuzhou2.skel,{addTolayer=-1;aniLoop=FALSE;aniName=diyaluka_skill2_qian;delay=0;lastTime=11433.3;offsetX=-200;offsetY=-170;scale=0.66;screenPos=0;zorder=10},{addTolayer=-1;aniLoop=FALSE;aniName=diyaluka_skill2_hou;delay=0;lastTime=11433.3;offsetX=-200;offsetY=-170;scale=0.66;screenPos=0;zorder=1},,,,
23523,,,,,,,,,,,,
23613,,koudai_beijing/diqiu.skel,,,koudai_beijing/yuzhou2.skel,koudai_paluqiya/hero_paluqiya.skel,{addTolayer=1;aniLoop=FALSE;aniName=paluqiya_skill2;delay=0;lastTime=11500;offsetX=-250;offsetY=-100;scale=0.66;screenPos=0;zorder=5},{addTolayer=1;aniLoop=FALSE;aniName=skill2_qian;delay=0;lastTime=11500;offsetX=-130;offsetY=0;scale=0.66;screenPos=0;zorder=10},{addTolayer=-1;aniLoop=FALSE;aniName=paluqiya_skill2;delay=0;lastTime=11500;offsetX=-250;offsetY=-100;scale=0.66;screenPos=0;zorder=1},,,
23623,,koudai_beijing/yuzhou2.skel,,,,,{addTolayer=-1;aniLoop=FALSE;aniName=paluqiya_qiyuan_skill2;delay=0;lastTime=12632;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=1},,,,,
23813,,koudai_leijiqikasi/hero_leijiqikasi.skel,,koudai_beijing/tiankong_x.skel,koudai_beijing/tiankong_x.skel,koudai_beijing/shanlin.skel,{addTolayer=1;aniLoop=FALSE;aniName=skill2_qian;delay=0;lastTime=12600;offsetX=0;offsetY=0;scale=0.88;screenPos=0;zorder=99},{addTolayer=1;aniLoop=FALSE;aniName=leijiqikasi_skill2;delay=0;lastTime=12600;offsetX=0;offsetY=0;scale=0.88;screenPos=0;zorder=50},{addTolayer=1;aniLoop=FALSE;aniName=leijiqikasi_skill2_qian;delay=0;lastTime=12600;offsetX=0;offsetY=0;scale=0.88;screenPos=0;zorder=30},{addTolayer=-1;aniLoop=FALSE;aniName=leijiqikasi_skill2_hou;delay=0;lastTime=12600;offsetX=0;offsetY=0;scale=0.88;screenPos=0;zorder=50},,
23913,,koudai_beijing/yuzhou.skel,,,,,{addTolayer=1;aniLoop=FALSE;aniName=qiladina_qiyuan_skill2;delay=0;lastTime=13500;offsetX=-50;offsetY=100;scale=0.75;screenPos=0;zorder=1},,,,,
24213,,koudai_beijing/hailang.skel,,koudai_beijing/tiankong_x.skel,koudai_beijing/hailang.skel,koudai_manafei/hero_manafei.skel,{addTolayer=1;aniLoop=FALSE;aniName=manafei_skill2;lastTime=23766.6;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=150},{addTolayer=-1;aniLoop=FALSE;aniName=skill2_bj;lastTime=23766.6;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=5},{addTolayer=-1;aniLoop=FALSE;aniName=manafei_skill2_hou;lastTime=23766.6;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=2},{addTolayer=-1;aniLoop=FALSE;aniName=manafei_skill2;lastTime=23766.6;offsetX=0;offsetY=250;scale=0.66;screenPos=0;zorder=1},,
24313,,koudai_beijing/gezi.skel,,,,,{addTolayer=-1;aniLoop=FALSE;aniName=dakelaiyi_skill2;delay=0;lastTime=13440;offsetX=-160;offsetY=-150;scale=0.66;screenPos=0;zorder=99},,,,,
