变量名,fmt,__version
默认值,,
ID,格式字符串,__version
1,生命：|精灵的基本属性之一,
2,物攻：|精灵的基本属性之一,
3,特攻：|精灵的基本属性之一,
4,物防：|精灵的基本属性之一,
5,特防：|精灵的基本属性之一,
6,速度：|精灵的基本属性之一，影响攻击顺序,
7,怒气：|怒气上限1000点，影响精灵释放必杀技,
8,怒气恢复速度：|影响精灵的回怒快慢,
9,暴击率：|触发暴击的概率,
10,暴击伤害：|暴击时暴击伤害的加成,
11,暴击抗性：|降低被敌人触发暴击的概率,
12,抵御率：|触发抵御的概率,
13,破抵御率：|降低被敌人触发抵御的概率,
14,伤害加成：|影响精灵的攻击伤害效果,
15,伤害减免：|减免受到敌人攻击的伤害效果,
16,必杀伤害加成：|影响精灵的必杀技伤害效果,
17,必杀伤害抗性：|减免受到敌人必杀技的伤害效果,
18,治疗率：|影响精灵技能治疗效果,
19,控制率：|触发控制效果的概率,
20,免控率：|降低被控制的概率,
21,竞技玩法伤害加成：|影响精灵在竞技玩法战斗场景中伤害加成,
22,竞技玩法伤害减免：|影响精灵在竞技玩法战斗场景中伤害减免,
23,物防忽视：|忽视受击目标物防的比例,
24,特防忽视：|忽视受击目标特防的比例,
25,物伤加成：|影响精灵的物理攻击伤害效果,
26,特伤加成：|影响精灵的特殊攻击伤害效果,
27,物伤减免：|减免受到敌人物理攻击的伤害效果,
28,特伤减免：|减免受到敌人特殊攻击的伤害效果,
29,吸血率：|技能伤害转化自身血量的比例,
30,反弹率：|反弹自身受到技能伤害的比例,
101,#C0xF76B45##L10#【战斗规则】,
102,#C0xF76B45##L10#【奖励规则】,
103,#C0xF76B45##L10#【排名奖励预览】,
104,#C0xF76B45##L10#【公会红包】,
105,#C0xF76B45##L10#【会员红包】,
106,#C0xF76B45##L10#【战力排行规则】,
107,#C0xF76B45##L10#【天赋点】,
108,#C0xF76B45##L10#【玩法规则】,
109,#C0xF76B45##L10#【好感度规则】,
110,#C0xF76B45##L10#【以太乐园】,
111,#C0xF76B45##L10#【元素挑战】,
112,#C0xF76B45##L10#【基本规则】,
113,#C0xF76B45##L10#【预选赛】,
114,#C0xF76B45##L10#【八强赛】,
115,#C0xF76B45##L10#【奖励】,
116,#C0xF76B45##L10#【通行证玩法】,
117,#C0xF76B45##L10#【玩法规则】,
118,#C0xF76B45##L10#【奖励规则】,
119,#C0xF76B45##L10#【特权币】,
120,#C0xF76B45##L10#【探险器】,
121,#C0xF76B45##L10#【活跃夺宝】,
122,#C0xF76B45##L10#【幸运转转乐】,
123,#C0xF76B45##L10#【扭蛋机】,
124,#C0xF76B45##L10#【基本规则】,
125,#C0xF76B45##L10#【比赛时间】,
126,#C0xF76B45##L10#【预选赛】,
