变量名,nameRes,scale4,scale2,scale,offSetY,offSetX,order,offset2,offset4,__version,cardID
默认值,"""""",1,1,1,0,0,1,{},{},,
ID,nameRes,scale4,scale2,scale,offSetY,offSetX,order,offset2,offset4,__version,cardID
1971,common/txt/txt_gld.png,,,,,,,,,,1971
1261,common/txt/txt_lqy.png,,,,,,,,,,1261
3631,common/txt/txt_dax.png,,,,,,,,,,3631
1981,common/txt/txt_lkz.png,,,,,,,,,,1981
2431,common/txt/txt_dkly.png,,,,,,,,,,2431
2381,common/txt/txt_ljqks.png,,,,,,,,,,2381
1961,common/txt/txt_gok.png,,,,,,,,,,1961
2391,common/txt/txt_qldn.png,,,,,,,,,,2391
2441,common/txt/txt_xm.png,,,,,,,,,,2441
3641,common/txt/txt_cjhp.png,,,,,,,,,,3641
3211,common/txt/txt_lxlm.png,,,,,,,,,,3211
3221,common/txt/txt_jklm.png,,,,,,,,,,3221
3241,common/txt/txt_qlm.png,,,,,,,,,,3241
3261,common/txt/txt_mlyt.png,,,,,,,,,,3261
1991,common/txt/txt_jlq.png,,,,,,,,,,1991
2361,common/txt/txt_plqy.png,,,,,,,,,,2361
4171,common/txt/txt_mlmt.png,,,,,,,,,,4171
3611,common/txt/txt_ypete.png,,,,,,,,,,3611
1281,common/txt/txt_slb.png,,,,,,,,,,1281
3271,common/txt/txt_gnskt.png,,,,,,,,,,3271
2351,common/txt/txt_dylk.png,,,,,,,,,,2351
3601,common/txt/txt_zenys.png,,,,,,,,,,3601
4161,common/txt/txt_jlal.png,,,,,,,,,,4161
2461,common/txt/txt_bktn.png,,,,,,,,,,2461
3623,common/txt/txt_jged.png,,,,,,,,,,3623
4121,common/txt/txt_mxd.png,,,,,,,,,,4121
2421,common/txt/txt_mnf.png,,,,,,,,,,2421
4023,common/txt/txt_sejlo.png,,,,,,,,,,4023
4111,common/txt/txt_mjyn.png,,,,,,,,,,4111
3651,common/txt/txt_bekne.png,,,,,,,,,,3651
4024,common/txt/txt_lnyl.png,,,,,,,,,,4024
7021,common/txt/txt_sgcjgg.png,,,,,,,,,,7021
7031,common/txt/txt_sgcjbjls.png,,,,,,,,,,7031
4101,common/txt/txt_nklzm.png,,,,,,,,,,4101
7041,common/txt/txt_qymh.png,,,,,,,,,,7041
7051,common/txt/txt_sgcjsnd.png,,,,,,,,,,7051
4601,common/txt/txt_zmrt.png,,,,,,,,,,4601
7061,common/txt/txt_sgcjalld.png,,,,,,,,,,7061
7071,common/txt/txt_kldojw.png,,,,,,,,,,7071
4631,common/txt/txt_sld.png,,,,,,,,,,4631
7081,common/txt/txt_sgcjjjg.png,,,,,,,,,,7081
4683,common/txt/txt_lgwhm.png,,,,,,,,,,4683
7111,common/txt/txt_sgcjlklo.png,,,,,,,,,,7111
4682,common/txt/txt_lgwbm.png,,,,,,,,,,4682
7121,common/txt/txt_alcjphlx.png,,,,,,,,,,7121
7131,common/txt/txt_sgcjbxw.png,,,,,,,,,,7131
4611,common/txt/txt_wjtn.png,,,,,,,,,,4611
4591,common/txt/txt_cx.png,,,,,,,,,,4591
7141,common/txt/txt_sgcjxyw.png,,,,,,,,,,7141
7151,common/txt/txt_sgcjmwh.png,,,,,,,,,,7151
5391,common/txt/txt_mld.png,,,,,,,,,,5391
7161,common/txt/txt_gjpkq.png,,,,,,,,,,7161
7171,common/txt/txt_xgcjdgs.png,,,,,,,,,,7171
7181,common/txt/txt_xjncjbfl.png,,,,,,,,,,7181
7191,common/txt/txt_sgcjjqtl.png,,,,,,,,,,7191
2352,common/txt/txt_dylkqy.png,,,,,,,,,,2352
7201,common/txt/txt_cwhlkls.png,,,,,,,,,,7201
7211,common/txt/txt_djcjkls.png,,,,,,,,,,7211
7221,common/txt/txt_sgcjhsyl.png,,,,,,,,,,7221
2362,common/txt/txt_plqyqy.png,,,,,,,,,,2362
5561,common/txt/txt_tdl.png,,,,,,,,,,5561
5481,common/txt/txt_egpbc.png,,,,,,,,,,5481
