变量名,openLevel,items
默认值,0,<>
ID,openLevel,items
1,,<5001;5002;5003>
2,,<5004;5005;5006>
3,,<5007;5008;5009>
4,,<5010;5011;5012>
5,,<5013;5014;5015>
6,,<5016;5017;5018>
7,,<5019;5020;5021>
8,,<5022;5023;5024>
9,,<5025;5026;5027>
10,,<5028;5029;5030>
11,,<5031;5032;5033>
12,,<5034;5035;5036>
13,,<5037;5038;5039>
14,,<5040;5041;5042>
15,,<5043;5044;5045>
16,,<5046;5047;5048>
17,,<5049;5050;5051>
18,,<5052;5053;5054>
19,,<5055;5056;5057>
20,,<5058;5059;5060>
21,,<5061;5062;5063>
22,,<5064;5065;5066>
23,,<5067;5068;5069>
24,,<5070;5071;5072>
