变量名,text
默认值,"""404404"""
ID,text
1,Ash is the GOAT!
2,Cool for three seconds at most.
3,"Summon Lugia, one of Lord Ash's mounts."
4,"Ash, use a Max Potion!!"
5,Rayquaza will show you what 1v5 means in a second.
6,Shiny Caterquaza
7,"Battle of the gods, begin!"
8,High-energy alert ahead.
9,Nice
10,Nice!
11,Nice!!
12,Nice!!!
13,Nice!!!!
14,Nice!!!!!
15,Nice!!!!!!
16,Cheering like crazy!
17,"Pikachu, Thunderbolt!"
18,Precipice Blades warning!
19,Who else can't fly?
20,Groudon can't fly.
21,Let's gooo!!
22,So freakin' cool!
23,"Pipi Shrimp, let's go!"
24,Let's freaking go!
25,My youth is back!
26,They're going all out!
27,This is getting hype!
28,Impressive!
29,Too strong!
30,"Go, Rattata!"
31,"Go, Pikachu!"
32,"Go, Caterpie!"
33,"Go, Psyduck!"
34,"Go, Charizard!"
35,"Go, Squirtle!"
36,I choose you!
37,The effects are exploding!
38,The effects are so cool!
39,"Pokemon Awakening, activate!"
40,What a legend!
41,That's sick!
42,So strong!
43,The goal is to become a Pokemon Master.
44,"Here we go, bro!"
45,I will become a Pokemon Master!
46,"Woohoo, we're flying!"
47,That ultimate can destroy the world!
48,Who else?!!
49,Unstoppable!
50,Stylish.
51,What a play!
52,That was too clean!
53,Excellent!
54,Whoa!!
55,"Nice, nice."
56,LMAO
57,What a mysterious play.
58,That play was too clean.
59,That was a good one.
60,1 vs 6.
61,Three in a row!
62,Too tanky!
63,Who can survive that?
64,Splash!
65,Ultimate Dragon Ascent!!
66,Catastropika!
67,Extreme Evoboost!
68,Extreme Evodream!
69,Breakneck Blitz!
70,All-Out Pummeling!
71,Supersonic Skystrike!
72,Acid Downpour!
73,Tectonic Rage!
74,Continental Crush!
75,Savage Spin-Out!
76,Never-Ending Nightmare!
77,Corkscrew Crash!
78,Inferno Overdrive!
79,Hydro Vortex!
80,Bloom Doom!
81,Gigavolt Havoc!
82,Shattered Psyche!
83,Subzero Slammer!
84,Devastating Drake!
85,Black Hole Eclipse!
86,Twinkle Tackle!
87,GOAT!
88,Deoxys is the GOAT!
89,Zeraora is the GOAT!
90,Electric Cat is the GOAT!
91,Mewtwo is the GOAT!
92,Shaymin is the GOAT!
93,Marshadow is the GOAT!
94,Darkrai is the GOAT!
95,Meloetta is the GOAT!
96,Latias is the GOAT!
97,Latios is the GOAT!
98,Metagross is the GOAT!
99,Lugia is the GOAT!
100,Palkia is the GOAT!
101,Water Dragon is the GOAT!
102,Regigigas is the GOAT!
103,Toilet King is the GOAT!
104,Jirachi is the GOAT!
105,Celebi is the GOAT!
106,Victini is the GOAT!
107,Manaphy is the GOAT!
108,Yveltal is the GOAT!
109,Xerneas is the GOAT!
110,Genesect is the GOAT!
111,Lunala is the GOAT!
112,Solgaleo is the GOAT!
113,Rayquaza is the GOAT!
114,Kyurem is the GOAT!
115,Ice Dragon is the GOAT!
116,Giratina is the GOAT!
117,Ghost Dragon is the GOAT!
118,Ho-Oh is the GOAT!
119,Reshiram is the GOAT!
120,Zekrom is the GOAT!
121,Dialga is the GOAT!
122,White Dragon is the GOAT!
123,Black Dragon is the GOAT!
124,Steel Dragon is the GOAT!
125,Kyogre is the GOAT!
126,Groudon is the GOAT!
127,Hoopa is the GOAT!
128,Phione is the GOAT!
129,Necrozma is the GOAT!
130,Dawn Wings is the GOAT!
131,Dusk Mane is the GOAT!
132,Magearna is the GOAT!
133,Diancie is the GOAT!
134,Melmetal is the GOAT!
135,Melmetal is the GOAT!
136,Blissey is the GOAT!
137,Pikachu is the GOAT!
138,Pika God is the GOAT!
139,Ash-Greninja is the GOAT!
140,Volcanion is the GOAT!
141,"Can't beat it, seriously can't beat it."
142,I'm about to derank.
143,Have mercy!
144,"Pro, carry me!"
145,Groudon is way too tanky.
146,I made Platinum!
147,I can't climb any higher.
148,How do you beat Groudon?
149,How do you beat Primal Groudon?
150,Why is the one that can't fly so strong?
151,The one that can't fly is popping off.
152,Cool.
153,So cool!
154,Too cool!
155,"Love it, love it."
156,So beautiful I'm crying.
157,Go go go!
158,Got my head blown off.
159,I have no money left to protect Pokemon.
160,I got a Pokemon!
161,Hype warning.
162,Looks great.
163,"Let's go, bros!"
164,"Bros, I made Platinum!"
165,"Bros, how do you beat Primal Groudon?"
166,"Bros, how do you beat Primal Kyogre?"
167,"Bros, how do you beat Solgaleo?"
168,The one that can't fly is washed.
169,Steel team is the GOAT!
170,Water team is the GOAT!
171,Fire team is the GOAT!
172,Meta king.
173,Pokemon Awakening!
174,So many pros here!
175,All hail the pros.
176,"Pro, carry me!"
