变量名,sortValue,showUnable,vipStart,endDate,beginDate,regainHour,exchangeLimit,limitTimes,limitType,itemMap,costMap,levelRange,languages,__version
默认值,0,FALSE,0,20990101,0,0,-1,0,0,{},{},<1;150>,<cn>,
ID,sortValue,showUnable,vipStart,endDate,beginDate,regainHour,exchangeLimit,limitTimes,limitType,itemMap,costMap,levelRange,languages,__version
1010,,,,,,,,1,3,{6433=1},{coin23=30000},<1;150>,<cn;en;en_us;en_eu;tw;kr>,
1020,,,,,,,,10,3,{6119=1},{coin23=600},<1;150>,<cn;en;en_us;en_eu;tw;kr>,
1030,,,,,,,,10,3,{59003=1},{coin23=400},<1;150>,<cn;en;en_us;en_eu;tw;kr>,
1040,,,,,,,,15,3,{502=1},{coin23=200},<1;150>,<cn;en;en_us;en_eu;tw;kr>,
1050,,,,,,,,2,3,{925=1},{coin23=1500},<1;150>,<cn;en;en_us;en_eu;tw;kr>,
1060,,,,,,,,5,3,{6116=1},{coin23=500},<1;150>,<cn;en;en_us;en_eu;tw;kr>,
1070,,,,,,,,3,3,{501=1},{coin23=600},<1;150>,<cn;en;en_us;en_eu;tw;kr>,
1080,,,,,,,,10,3,{527=1},{coin23=100},<1;150>,<cn;en;en_us;en_eu;tw;kr>,
1090,,,,,,,,10,3,{519=1},{coin23=80},<1;150>,<cn;en;en_us;en_eu;tw;kr>,
1100,,,,,,,,10,3,{gold=200000},{coin23=60},<1;150>,<cn;en;en_us;en_eu;tw;kr>,
1110,,,,,,,,10,3,{15=10},{coin23=60},<1;150>,<cn;en;en_us;en_eu;tw;kr>,
1120,,,,,,,,50,3,{22241=3},{coin23=8000},<500;500>,<cn;en;en_us;en_eu;tw;kr>,
1130,,,,,,,,50,3,{22401=3},{coin23=8000},<500;500>,<cn;en;en_us;en_eu;tw;kr>,
1140,,,,,,,,50,3,{22471=3},{coin23=8000},<500;500>,<cn;en;en_us;en_eu;tw;kr>,
1150,,,,,,,,50,3,{21771=3},{coin23=8000},<500;500>,<cn;en;en_us;en_eu;tw;kr>,
1160,,,,,,,,50,3,{24151=3},{coin23=8000},<500;500>,<cn;en;en_us;en_eu;tw;kr>,
1170,,,,,,,,20,3,{gold=200000},{coin23=3600},<500;500>,<cn;en;en_us;en_eu;tw;kr>,
1180,,,,,,,,20,3,{15=10},{coin23=3000},<500;500>,<cn;en;en_us;en_eu;tw;kr>,
1190,,,,,,,,20,3,{4000=50},{coin23=1500},<500;500>,<cn;en;en_us;en_eu;tw;kr>,
1200,,,,,,,,20,3,{452=20},{coin23=1000},<500;500>,<cn;en;en_us;en_eu;tw;kr>,
1210,,,,,,,,20,3,{850=80},{coin23=1000},<500;500>,<cn;en;en_us;en_eu;tw;kr>,
1220,,,,,,,,20,3,{851=40},{coin23=1000},<500;500>,<cn;en;en_us;en_eu;tw;kr>,
